,iter_num,Selected Band,Action Type,Mean,Min,Max,Metric Current State,Metric Next State,Reward,Loss
0,0.0,0.0,Random Action,0.03937926,-0.1678429,0.7424024,0.0,0.0,1.0,0.473586767911911
1,0.0,1.0,Random Action,0.04692545,-0.17588606,0.9158705,0.0,0.36948572092281295,0.6910896522108904,0.2890411615371704
2,0.0,2.0,Random Action,0.054234847,-0.19797412,1.1321852,0.36948572092281295,0.5198782615325901,0.8603701798949174,0.0664602667093277
3,0.0,3.0,Random Action,0.060474068,-0.22786349,1.3234496,0.5198782615325901,0.5489915639002726,0.9713064069161833,0.2383020669221878
4,0.0,4.0,Random Action,0.06807644,-0.26367667,1.5037261,0.5489915639002726,0.5855415377528888,0.9641099124057583,0.07593252509832382
5,0.0,5.0,Random Action,0.07419437,-0.27293453,1.681442,0.5855415377528888,0.6073205197818566,0.9784564676179044,0.19881674647331238
6,0.0,6.0,Random Action,0.07366794,-0.2800845,1.6279572,0.6073205197818566,0.6092309377041139,0.9980914057645421,0.03298976272344589
7,0.0,7.0,Random Action,0.063108936,-0.23815385,1.2992102,0.6092309377041139,0.6211179079190651,0.9881834007071557,0.05805686488747597
8,0.0,8.0,Random Action,0.0588336,-0.20884264,1.1982522,0.6211179079190651,0.6357098421026975,0.9855140121413601,0.07132042944431305
9,0.0,9.0,Random Action,0.058722194,-0.21160415,1.1594529,0.6357098421026975,0.6307965173189839,1.004925414956801,0.06886056810617447
10,0.0,10.0,Random Action,0.059070423,-0.21587709,1.1565913,0.6307965173189839,0.6422080009012248,0.9886533804305416,0.38210877776145935
11,0.0,11.0,Random Action,0.06122721,-0.22822538,1.222825,0.6422080009012248,0.6503880881225581,0.9918532786515736,0.16343173384666443
12,0.0,12.0,Random Action,0.0668955,-0.24884725,1.3772674,0.6503880881225581,0.6534830927203804,0.9969097799915264,2.7411203384399414
13,0.0,13.0,Random Action,0.06420388,-0.2240006,1.3573409,0.6534830927203804,0.6517462461942916,1.0017383557176347,0.11294187605381012
14,0.0,14.0,Random Action,0.0657739,-0.2261866,1.4264263,0.6517462461942916,0.6577758291235114,0.9939885585258144,0.5617373585700989
15,0.0,15.0,Random Action,0.06756042,-0.2276113,1.5354755,0.6577758291235114,0.6617820634548951,0.9960017799194809,0.07283387333154678
16,0.0,16.0,Random Action,0.073361106,-0.2392346,1.7528162,0.6617820634548951,0.6632266241189894,0.9985564822114358,0.32365742325782776
17,0.0,17.0,Random Action,0.07483617,-0.2345855,1.8637877,0.6632266241189894,0.6681756488447371,0.9950632015194748,0.1473996490240097
18,0.0,18.0,Random Action,0.08056978,-0.24328545,2.1333058,0.6681756488447371,0.6712996508405514,0.9968808726209952,0.627880334854126
19,0.0,19.0,Random Action,0.08242721,-0.25004575,2.1926954,0.6712996508405514,0.6745124435023309,0.9967923628339069,0.2809457778930664
20,0.0,20.0,Random Action,0.07806152,-0.23591089,2.0115807,0.6745124435023309,0.6683891292323376,1.0061421000830564,0.8599278926849365
21,0.0,21.0,Random Action,0.06907297,-0.20425254,1.7403873,0.6683891292323376,0.668510124830793,0.9998790117212168,0.21752527356147766
22,0.0,22.0,Random Action,0.062143415,-0.1799927,1.5236841,0.668510124830793,0.6717393758940476,0.9967759573600162,0.37390264868736267
23,0.0,23.0,Random Action,0.060270354,-0.1712456,1.4589288,0.6717393758940476,0.6744379663858087,0.9973050474304036,1.2197669744491577
24,0.0,24.0,Random Action,0.054052286,-0.15219277,1.2522349,0.6744379663858087,0.6771896214370642,0.9972521272814847,0.4895569384098053
25,0.0,25.0,Random Action,0.05218881,-0.14152229,1.2019943,0.6771896214370642,0.6784569063225362,0.9987335177809137,0.17004121840000153
26,0.0,26.0,Random Action,0.04930211,-0.1315803,1.1033145,0.6784569063225362,0.6795803096770509,0.9988772274268044,0.4438290596008301
27,0.0,27.0,Random Action,0.046697065,-0.12551355,1.0446212,0.6795803096770509,0.6777740955817672,1.001807846282508,0.20663268864154816
28,0.0,28.0,Random Action,0.0484166,-0.12723842,1.1033809,0.6777740955817672,0.6761856088530077,1.001589749042104,0.12288600951433182
29,0.0,29.0,Random Action,0.050691463,-0.14032486,1.2052536,0.6761856088530077,0.6771955045684115,0.9989906140576539,0.577225387096405
30,25.0,0.0,Random Action,0.24903604,-1.0725175,13.017798,0.0,0.0,1.0,0.8407005071640015
31,25.0,1.0,Random Action,0.2321154,-0.9831203,12.193395,0.0,0.3427993126984763,0.7097806412293797,0.49285635352134705
32,25.0,2.0,Max Action,0.25324124,-1.0453733,13.415377,0.3427993126984763,0.45038753614675414,0.8979972945381058,0.6177757978439331
33,25.0,3.0,Max Action,0.25959805,-1.0577531,13.826407,0.45038753614675414,0.5173111166232714,0.9352666712392391,1.0789482593536377
34,25.0,4.0,Random Action,0.26630855,-1.0862362,14.159837,0.5173111166232714,0.5511759237487265,0.9667021870511384,0.9311418533325195
35,25.0,5.0,Max Action,0.25872758,-1.0257708,13.588158,0.5511759237487265,0.5821152911740645,0.9695343566581754,0.8193252682685852
36,25.0,6.0,Max Action,0.24981754,-0.9919063,13.0083885,0.5821152911740645,0.5942593042837534,0.9879294278276667,0.6626217365264893
37,25.0,7.0,Random Action,0.23930524,-0.9595726,12.415558,0.5942593042837534,0.6084758598247137,0.9858840224962196,1.284368872642517
38,25.0,8.0,Max Action,0.23466371,-0.9375329,12.169914,0.6084758598247137,0.6217269864385809,0.986836283046274,1.2737177610397339
39,25.0,9.0,Max Action,0.23839945,-0.94430655,12.442354,0.6217269864385809,0.6283533683458515,0.9933955241486488,0.6069192290306091
