,iter_num,Selected Band,Action Type,Mean,Min,Max,Metric Current State,Metric Next State,Reward,Loss
0,0.0,0.0,Random Action,0.030085491,-0.13466324,0.59547895,0.0,0.0,1.0,0.46446576714515686
1,0.0,1.0,Random Action,0.038477868,-0.14980969,0.7655091,0.0,0.32740435196117845,0.7207922303417751,0.2584479749202728
2,0.0,2.0,Random Action,0.045189045,-0.17454435,0.9780934,0.32740435196117845,0.4400603292610265,0.8934579770767255,0.11798365414142609
3,0.0,3.0,Random Action,0.058145415,-0.21724096,1.3690858,0.4400603292610265,0.5041221021888754,0.9379470580051988,0.015385688282549381
4,0.0,4.0,Random Action,0.07010426,-0.2797335,1.798606,0.5041221021888754,0.5521589463445473,0.9530986703148052,0.10976866632699966
5,0.0,5.0,Random Action,0.079632044,-0.3262285,2.077327,0.5521589463445473,0.5808032676755113,0.9717620380346963,0.11986371874809265
6,0.0,6.0,Random Action,0.08058041,-0.32475594,2.0367222,0.5808032676755113,0.6077002339459444,0.9734615357300211,0.03565306216478348
7,0.0,7.0,Random Action,0.08505118,-0.33722422,2.0827558,0.6077002339459444,0.6270712102336898,0.9808154354736633,0.18055790662765503
8,0.0,8.0,Random Action,0.091779254,-0.36342737,2.1776576,0.6270712102336898,0.6202824349295224,1.0068118712741019,0.03956738859415054
9,0.0,9.0,Random Action,0.091656275,-0.35943484,2.1020741,0.6202824349295224,0.6175590053742982,1.0027271414584327,0.02988949976861477
10,0.0,10.0,Random Action,0.09809548,-0.38648406,2.312873,0.6175590053742982,0.623576589628515,0.9940004851430365,0.13007715344429016
11,0.0,11.0,Max Action,0.11071657,-0.43019572,2.7451563,0.623576589628515,0.6335589466648246,0.990067301316526,1.0048288106918335
12,0.0,12.0,Random Action,0.09712417,-0.3707745,2.2912219,0.6335589466648246,0.6319681754205292,1.00159203719206,0.10567637532949448
13,0.0,13.0,Random Action,0.081803925,-0.31816742,1.8312757,0.6319681754205292,0.6360260722523342,0.9959503253062546,0.16575020551681519
14,0.0,14.0,Max Action,0.07817019,-0.3004519,1.7196411,0.6360260722523342,0.6379391293478212,0.9980887716318991,0.01547312829643488
15,0.0,15.0,Random Action,0.0690998,-0.27002147,1.4539264,0.6379391293478212,0.6453699051055373,0.9925967641998288,0.03966742008924484
16,0.0,16.0,Random Action,0.060994036,-0.25066024,1.2408192,0.6453699051055373,0.6458834059293368,0.9994866309951844,0.05894205719232559
17,0.0,17.0,Random Action,0.05314813,-0.23774688,1.0424376,0.6458834059293368,0.6517670587042947,0.9941336220138057,0.12058288604021072
18,0.0,18.0,Random Action,0.05270463,-0.23612575,0.9984964,0.6517670587042947,0.6577084600334665,0.9940762138920731,0.1961652934551239
19,0.0,19.0,Random Action,0.054544248,-0.24153574,1.0516212,0.6577084600334665,0.6590611821787148,0.9986481923709443,0.03430045023560524
20,0.0,20.0,Random Action,0.056343377,-0.23953478,1.0857929,0.6590611821787148,0.6599453677942413,0.9991162051613932,2.056999921798706
21,0.0,21.0,Max Action,0.047981367,-0.19974649,0.85783935,0.6599453677942413,0.662586006656136,0.9973628445580788,0.020784160122275352
22,0.0,22.0,Random Action,0.04753906,-0.20149879,0.835649,0.662586006656136,0.6634891484418722,0.9990972659240571,0.6577771902084351
23,0.0,23.0,Random Action,0.045759577,-0.19183443,0.80015105,0.6634891484418722,0.6660962053490072,0.9973963385143969,0.30910447239875793
24,0.0,24.0,Random Action,0.046483826,-0.18818742,0.8568715,0.6660962053490072,0.6673012522747763,0.9987956788517163,0.05447755753993988
25,0.0,25.0,Random Action,0.04757951,-0.18206984,0.91280985,0.6673012522747763,0.6700866160713628,0.9972185117300676,0.5189825892448425
26,0.0,26.0,Random Action,0.047330018,-0.18510321,0.92134035,0.6700866160713628,0.6718245272428282,0.9982635981216889,0.501306414604187
27,0.0,27.0,Random Action,0.046547193,-0.18145025,0.91225946,0.6718245272428282,0.6744077093870232,0.9974201513997984,0.35304635763168335
28,0.0,28.0,Random Action,0.047668286,-0.18554814,0.9120634,0.6744077093870232,0.6745051660891886,0.9999025480465847,0.48371127247810364
29,0.0,29.0,Random Action,0.05402062,-0.2160822,1.0469912,0.6745051660891886,0.6775496028504208,0.9969601928369998,0.28899136185646057
30,25.0,0.0,Random Action,0.37621072,-1.0823052,14.392382,0.0,0.0,1.0,1.0135952234268188
31,25.0,1.0,Random Action,0.39801177,-1.1014987,15.297735,0.0,0.3146786655824254,0.7300234182334284,0.8028537631034851
32,25.0,2.0,Max Action,0.41150364,-1.1551945,16.164824,0.3146786655824254,0.4468158777161795,0.8762207587106753,0.9712535738945007
